id,agency,agency_id,name,start_date,start_day,start_time,end_time,status,url,location_name,street_address,address2,city,state,zip_code,lat,lon
23668,Firemen's Annuity and Benefit Fund of Chicago,77,Committee,2018-12-19,Wednesday,0:00:00,2:00:00,Passed,https://www.documenters.org/meetings/committee-23668/,,20 S Clark St,Suite 1400,Chicago,IL,60602,41.88128,-87.63117
24387,Chicago Special Service Area #19 Howard Street,94,Commission,2018-12-19,Wednesday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/commission-24387/,,1623 W Howard St,,Chicago,IL,60626,42.01918,-87.67224
884,Chicago Board of Health,44,Board of Health Meeting,2018-12-19,Wednesday,9:00:00,10:30:00,Confirmed,https://www.documenters.org/meetings/board-of-health-meeting-884/,"2nd Floor Board Room, DePaul Center",333 S State Street,,Chicago,IL,,41.87754,-87.62721
947,Chicago Public Schools Board of Education,42,Board of Education,2018-12-19,Wednesday,10:30:00,,Tentative,https://www.documenters.org/meetings/board-of-education-947/,CPS Loop Office,42 W Madison Street,Room,Garden Level Chicago,IL,60602,41.88205778,-87.62907571
27116,Cook County Juvenile Temporary Detention Center Advisory Board,122,Advisory Board,2018-12-19,Wednesday,12:00:00,14:00:00,Passed,https://www.documenters.org/meetings/advisory-board-27116/,,69 W Washington St,,Chicago,IL,60602,41.88287,-87.63
24388,Chicago Special Service Area #54 Sheridan Road,91,Commission,2018-12-20,Thursday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/commission-24388/,,6738 N Sheridan Rd,,Chicago,IL,60626,42.0047551,-87.6634228
23669,Chicago Board of Health,44,Board of Health Meeting,2018-12-20,Thursday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-health-meeting-23669/,,333 S State St,,Chicago,IL,60604,41.8776,-87.62679
23671,Municipal Employees' Annuity and Benefit Fund of Chicago,76,Retirement Board,2018-12-20,Thursday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/retirement-board-23671/,,321 N Clark St,Suite 700,Chicago,IL,60654,41.88827,-87.63087
7954,Chicago Board of Election Commissioners,61,Electoral Board,2018-12-20,Thursday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/electoral-board-7954/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
3174,Chicago Plan Commission,109,Commission,2018-12-20,Thursday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/commission-3174/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
1640,Metropolitan Water Reclamation District of Greater Chicago,28,Board of Commissioners,2018-12-20,Thursday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-1640/,,100 East Erie Street,,Chicago,IL,60611,41.89423,-87.62528
7532,Metropolitan Water Reclamation District of Greater Chicago,28,Committee of the Whole,2018-12-20,Thursday,10:35:00,12:35:00,Passed,https://www.documenters.org/meetings/committee-of-the-whole-7532/,,100 East Erie Street,,Chicago,IL,60611,41.89423,-87.62528
6746,Chicago Special Service Area #5 Commercial Avenue,50,Regular Commission,2018-12-20,Thursday,14:00:00,16:00:00,Passed,https://www.documenters.org/meetings/regular-commission-6746/,,3030 E 92nd St,,Chicago,IL,60617,41.72830953,-87.54945966
7822,Chicago Board of Election Commissioners,61,Electoral Board,2018-12-20,Thursday,15:30:00,,Confirmed,https://www.documenters.org/meetings/electoral-board-7822/,Cook County Administration Building,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
7977,Chicago Park District,43,Board of Commissioners,2018-12-20,Thursday,15:30:00,18:30:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-7977/,,,8TH FLOOR BOARD ROOM,,,,41.89221,-87.61975
8387,Chicago Special Service Area #25 Little Village,57,Commission: Special,2018-12-21,Friday,9:00:00,10:00:00,Passed,https://www.documenters.org/meetings/commission-special-8387/,LV Chamber,3610 W 26th St,2nd Floor,Chicago,IL,,41.84462,-87.71532
1151,Chicago Zoning Board of Appeals,110,Board of Appeals,2018-12-21,Friday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-appeals-1151/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
16579,Cook County Health and Hospitals System,9,Board of Directors,2018-12-21,Friday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-directors-16579/,,1950 W Polk St,Conference Room 5301,Chicago,IL,60612,41.87152127,-87.67537328
23670,Policemen's Annuity and Benefit Fund of Chicago,83,Retirement Board,2018-12-21,Friday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/retirement-board-23670/,,221 North LaSalle Street,Suite 1626,Chicago,IL,60601,41.88653,-87.63226
24209,Chicago Special Service Area #33 Wicker Park & Bucktown,93,Arts Committee - 2018 Meetings,2018-12-25,Tuesday,9:00:00,10:00:00,Passed,https://www.documenters.org/meetings/arts-committee-2018-meetings-24209/,,1414 N Ashland Ave,,Chicago,IL,,41.90748,-87.66791
6688,Chicago Low-Income Housing Trust Fund,51,Outreach Committee,2018-12-27,Thursday,9:00:00,10:00:00,Passed,https://www.documenters.org/meetings/outreach-committee-6688/,,121 N La Salle,Room 1006,Chicago,IL,60602,41.88369172,-87.63239456
7821,Chicago Board of Election Commissioners,61,Electoral Board,2018-12-27,Thursday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/electoral-board-7821/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
8940,Chicago Board of Election Commissioners,61,Electoral Board,2019-01-02,Wednesday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/electoral-board-8940/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
8642,Chicago Board of Election Commissioners,61,Electoral Board,2019-01-02,Wednesday,14:30:00,,Passed,https://www.documenters.org/meetings/electoral-board-8642/,Cook County Administration Building,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
8513,Chicago Low-Income Housing Trust Fund,51,Finance Committe,2019-01-02,Wednesday,15:30:00,16:30:00,Passed,https://www.documenters.org/meetings/finance-committe-8513/,,77 W Washington,suite 719,Chicago,IL,60602,41.8831,-87.6306
24210,Chicago Special Service Area #33 Wicker Park & Bucktown,93,Promote Committee,2019-01-03,Thursday,8:30:00,10:00:00,Passed,https://www.documenters.org/meetings/promote-committee-24210/,,1414 N Ashland Ave,,Chicago,IL,,41.90748,-87.66791
8401,Chicago Low-Income Housing Trust Fund,51,Allocations Committee,2019-01-03,Thursday,10:00:00,11:00:00,Passed,https://www.documenters.org/meetings/allocations-committee-8401/,,77 W Washington,suite 719,Chicago,IL,60602,41.8831,-87.6306
8566,Chicago Teachers Pension Fund,45,Regular Board Meeting,2019-01-04,Friday,9:30:00,,Confirmed,https://www.documenters.org/meetings/regular-board-meeting-8566/,CTPF office,203 N LaSalle St,Suite 2600 Board Room,Chicago,IL,60601,41.88605,-87.63168
14804,Chicago Teachers Pension Fund,45,Notice of Return to Work Committee,2019-01-04,Friday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/notice-of-return-to-work-committee-14804/,,203 N LaSalle St,Suite 2600,Chicago,IL,60601,41.88589,-87.63176
24211,Chicago Special Service Area #33 Wicker Park & Bucktown,93,Clean & Green Committee,2019-01-07,Monday,9:00:00,10:30:00,Passed,https://www.documenters.org/meetings/clean-green-committee-24211/,,2011 W Division St,,Chicago,IL,,41.90311,-87.67753
24212,Chicago Special Service Area #33 Wicker Park & Bucktown,93,Guide Development Committee,2019-01-08,Tuesday,8:00:00,9:30:00,Passed,https://www.documenters.org/meetings/guide-development-committee-24212/,,1649 N Damen Ave,,Chicago,IL,,41.91193,-87.67726
9006,Chicago Low-Income Housing Trust Fund,51,Board Meeting,2019-01-08,Tuesday,8:30:00,9:30:00,Passed,https://www.documenters.org/meetings/board-meeting-9006/,,2 N La Salle,,Chicago,IL,60602,41.88225,-87.63265
8634,Chicago Board of Election Commissioners,61,Electoral Board,2019-01-08,Tuesday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/electoral-board-8634/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
15047,Cook County Local Records Commission,71,Local Records Commission,2019-01-08,Tuesday,11:00:00,13:00:00,Canceled,https://www.documenters.org/meetings/local-records-commission-15047/,,100 W Randolph St,Room 9-035,Chicago,IL,60601,41.88517,-87.6322
6276,Public Building Commission of Chicago,40,Administrative Operations Committee,2019-01-08,Tuesday,13:00:00,14:00:00,Passed,https://www.documenters.org/meetings/administrative-operations-committee-6276/,,50 W Washington Street,,Chicago,IL,60602,41.88425,-87.63019
9055,Chicago Transit Authority,25,"Committee on Finance, Audit & Budget",2019-01-09,Wednesday,9:30:00,12:30:00,Passed,https://www.documenters.org/meetings/committee-on-finance-audit-budget-9055/,,567 West Lake Street,,Chicago,IL,60661,41.8853,-87.64232
9056,Chicago Transit Authority,25,Regular Board Meeting of Chicago Transit Board,2019-01-09,Wednesday,10:00:00,13:00:00,Passed,https://www.documenters.org/meetings/regular-board-meeting-of-chicago-transit-board-9056/,,567 West Lake Street,,Chicago,IL,60661,41.8853,-87.64232
24486,Cook County Zoning Board of Appeals,98,Public Hearing,2019-01-09,Wednesday,13:00:00,15:00:00,Passed,https://www.documenters.org/meetings/public-hearing-24486/,,69 W Washington St,22nd Floor Conference Room,Chicago,IL,60602,41.88287,-87.63
24213,Chicago Special Service Area #33 Wicker Park & Bucktown,93,Transportation Committee,2019-01-10,Thursday,8:30:00,10:00:00,Passed,https://www.documenters.org/meetings/transportation-committee-24213/,,1414 N Ashland Ave,,Chicago,IL,,41.90748,-87.66791
15360,Cook County Pension Fund,78,Retirement Board,2019-01-10,Thursday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/retirement-board-15360/,,70 W Madison St,Suite 1925,Chicago,IL,60602,41.88232,-87.63007
1639,Metropolitan Water Reclamation District of Greater Chicago,28,Board of Commissioners,2019-01-10,Thursday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-1639/,,100 East Erie Street,,Chicago,IL,60611,41.89423,-87.62528
9087,Metropolitan Water Reclamation District of Greater Chicago,28,Committee of the Whole,2019-01-10,Thursday,10:35:00,12:35:00,Passed,https://www.documenters.org/meetings/committee-of-the-whole-9087/,,100 East Erie Street,,Chicago,IL,60611,41.89423,-87.62528
7191,Commission on Chicago Landmarks,108,Commission,2019-01-10,Thursday,12:45:00,14:45:00,Passed,https://www.documenters.org/meetings/commission-7191/,,121 N LaSalle St,Room 201A,Chicago,IL,60602,41.88369172,-87.63239456
24883,Chicago Commission on Human Relations,103,Board of Commissioners,2019-01-10,Thursday,15:30:00,17:00:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-24883/,,740 N Sedgwick St,4th Floor Boardroom,Chicago,IL,60654,41.89613,-87.63869
7220,Cook County Land Bank Authority,10,CCLBA Land Transactions Committee,2019-01-11,Friday,10:00:00,12:00:00,Canceled,https://www.documenters.org/meetings/cclba-land-transactions-committee-7220/,,69 W Washington St,,Chicago,IL,60602,41.88287,-87.63
9803,Chicago Board of Election Commissioners,61,Electoral Board,2019-01-12,Saturday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/electoral-board-9803/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
9114,Chicago Board of Election Commissioners,61,Electoral Board,2019-01-12,Saturday,11:00:00,,Passed,https://www.documenters.org/meetings/electoral-board-9114/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
24389,Chicago Special Service Area #43 Devon Avenue,96,Commission,2019-01-14,Monday,14:30:00,16:30:00,Passed,https://www.documenters.org/meetings/commission-24389/,,2949 W Devon Ave,,Chicago,IL,60659,41.99731,-87.70392
9608,Chicago Transit Authority,25,ADA Advisory Committee Meeting,2019-01-14,Monday,13:30:00,16:30:00,Passed,https://www.documenters.org/meetings/ada-advisory-committee-meeting-9608/,,567 West Lake Street,,Chicago,IL,60661,41.8853,-87.64232
9890,Chicago Park District,43,Board of Commissioners,2019-01-14,Monday,15:30:00,18:30:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-9890/,,,8TH FLOOR BOARD ROOM,,,,41.89221,-87.61975
9960,Chicago Teachers Pension Fund,45,Policy Committee,2019-01-14,Monday,16:30:00,18:30:00,Passed,https://www.documenters.org/meetings/policy-committee-9960/,,203 N LaSalle St,Suite 2600,Chicago,IL,60601,41.88589,-87.63176
15285,Illinois Medical District Commission,72,Illinois Medical District Commission,2019-01-15,Tuesday,0:00:00,2:00:00,Passed,https://www.documenters.org/meetings/illinois-medical-district-commission-15285/,,2100 W Harrison St,Room 106,Chicago,IL,60612,41.8741,-87.67901
16713,Illinois Medical District Commission,72,Illinois Medical District Commission,2019-01-15,Tuesday,8:00:00,10:00:00,Passed,https://www.documenters.org/meetings/illinois-medical-district-commission-16713/,,2100 W Harrison St,Room 106,Chicago,IL,60612,41.8741,-87.67901
9062,Chicago Housing Authority,58,Board of Commissioners,2019-01-15,Tuesday,8:30:00,13:00:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-9062/,,4859 S Wabash,,Chicago,IL,60615,41.80580121,-87.62430541
8403,Chicago Low-Income Housing Trust Fund,51,Board Meeting,2019-01-15,Tuesday,8:30:00,9:30:00,Tentative,https://www.documenters.org/meetings/board-meeting-8403/,,2 N La Salle,,Chicago,IL,60602,41.88225,-87.63265
7979,Chicago Public Library,47,Board of Directors,2019-01-15,Tuesday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-directors-7979/,,400 S State Street,,Chicago,IL,,41.8763,-87.62784
14026,Chicago Special Service Area #25 Little Village,57,Commission: Monthly,2019-01-15,Tuesday,9:00:00,10:00:00,Passed,https://www.documenters.org/meetings/commission-monthly-14026/,,3610 W 26th St,2nd Floor,Chicago,IL,,41.84452,-87.71523
24214,Chicago Special Service Area #33 Wicker Park & Bucktown,93,Executive Committee,2019-01-15,Tuesday,9:00:00,10:30:00,Passed,https://www.documenters.org/meetings/executive-committee-24214/,,2011 W Division St,,Chicago,IL,,41.90311,-87.67753
9749,"Chicago City Council Committee on Economic, Capital and Technology Development",13,"Committee on Economic, Capital and Technology Development",2019-01-15,Tuesday,13:00:00,15:00:00,Canceled,https://www.documenters.org/meetings/committee-on-economic-capital-and-technology-development-9749/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
6909,Chicago Community Development Commission,106,Commission,2019-01-15,Tuesday,13:00:00,15:00:00,Passed,https://www.documenters.org/meetings/commission-6909/,,121 N LaSalle St,Room 201A,Chicago,IL,60602,41.88369172,-87.63239456
17048,Chicago Special Service Area #1 State Street,48,State Street Commission,2019-01-15,Tuesday,14:00:00,16:00:00,Passed,https://www.documenters.org/meetings/state-street-commission-17048/,,190 N State St,,Chicago,IL,60601,41.88564333,-87.62867183
6277,Public Building Commission of Chicago,40,PBC Board Meeting,2019-01-15,Tuesday,14:30:00,15:30:00,Passed,https://www.documenters.org/meetings/pbc-board-meeting-6277/,,50 W Washington Street,,Chicago,IL,60602,41.88425,-87.63019
9959,Chicago Teachers Pension Fund,45,Claims and Service Credit Committee,2019-01-15,Tuesday,16:30:00,,Passed,https://www.documenters.org/meetings/claims-and-service-credit-committee-9959/,,203 N LaSalle St,Suite 2600 Board Room,Chicago,IL,60601,41.88589,-87.63176
14807,Chicago Teachers Pension Fund,45,Claims and Service Credits Committee,2019-01-15,Tuesday,16:30:00,18:30:00,Passed,https://www.documenters.org/meetings/claims-and-service-credits-committee-14807/,,203 N LaSalle St,Suite 2600,Chicago,IL,60601,41.88589,-87.63176
24390,Chicago Special Service Area #19 Howard Street,94,Commission,2019-01-16,Wednesday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/commission-24390/,,1623 W Howard St,,Chicago,IL,60626,42.01918,-87.67224
9820,Chicago Board of Health,44,Board of Health Meeting,2019-01-16,Wednesday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-health-meeting-9820/,,333 S State St,,Chicago,IL,60604,41.8776,-87.62679
9095,Chicago City Council Committee on Housing and Real Estate,13,Committee on Housing and Real Estate,2019-01-16,Wednesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/committee-on-housing-and-real-estate-9095/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
9980,Metra,21,Metra Board Meeting - January 2019,2019-01-16,Wednesday,10:32:00,12:32:00,Passed,https://www.documenters.org/meetings/metra-board-meeting-january-2019-9980/,,547 West Jackson Boulevard,,Chicago,IL,,41.87771,-87.64143
7192,Chicago City Council Committee on License and Consumer Protection,13,Committee on License and Consumer Protection,2019-01-16,Wednesday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/committee-on-license-and-consumer-protection-7192/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
26957,Chicago License Appeal Commission,119,License Appeal Commission,2019-01-16,Wednesday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/license-appeal-commission-26957/,,50 W Washington St,LL 02,Chicago,IL,60602,41.88425,-87.63019
7976,Chicago Park District,43,Board of Commissioners,2019-01-16,Wednesday,11:30:00,13:30:00,Passed,https://www.documenters.org/meetings/board-of-commissioners-7976/,,541 N FAIRBANKS COURT,8TH FLOOR BOARD ROOM,CHICAGO,IL,60611,41.8924,-87.62004
9586,"Chicago City Council Committee on Special Events, Cultural Affairs and Recreation",13,"Committee on Special Events, Cultural Affairs and Recreation",2019-01-16,Wednesday,12:30:00,14:30:00,Passed,https://www.documenters.org/meetings/committee-on-special-events-cultural-affairs-and-recreation-9586/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
9891,Chicago City Council Committee on Environmental Protection and Energy,13,Committee on Health and Environmental Protection,2019-01-16,Wednesday,13:00:00,15:00:00,Passed,https://www.documenters.org/meetings/committee-on-health-and-environmental-protection-9891/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
17032,Chicago City Council Committee on Environmental Protection and Energy,13,Committee on Health and Environmental Protection (inactive),2019-01-16,Wednesday,13:00:00,15:00:00,Passed,https://www.documenters.org/meetings/committee-on-health-and-environmental-protection-inactive-17032/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
14014,Pace Suburban Bus Services,67,Board Meeting,2019-01-16,Wednesday,16:30:00,18:30:00,Passed,https://www.documenters.org/meetings/board-meeting-14014/,,550 W Algonquin Rd,,Arlington Heights,IL,60005,42.04836,-87.98817
24215,Chicago Special Service Area #33 Wicker Park & Bucktown,93,WPB SSA #33 Commission Meeting,2019-01-16,Wednesday,19:00:00,20:30:00,Passed,https://www.documenters.org/meetings/wpb-ssa-33-commission-meeting-24215/,,1425 N Damen Ave,,Chicago,IL,,41.90799,-87.67674
27795,Chicago Special Service Area #28 Six Corners,135,Six Corners Commission,2019-01-17,Thursday,13:30:00,15:30:00,Passed,https://www.documenters.org/meetings/six-corners-commission-27795/,,4041 N Milwaukee Ave,# 302,Chicago,IL,60641,41.9544,-87.74851
24936,Chicago Special Service Area #27 West Lakeview,105,Commission,2019-01-17,Thursday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/commission-24936/,,3505 N Southport Ave,,Chicago,IL,60657,41.9456901,-87.6658527
7012,Regional Transportation Authority,23,Finance Committee,2019-01-17,Thursday,8:30:00,,Tentative,https://www.documenters.org/meetings/finance-committee-7012/,,175 W Jackson Blvd,Suite 1650,Chicago,IL,60604,41.87801,-87.63319
7015,Regional Transportation Authority,23,Board of Directors,2019-01-17,Thursday,8:30:00,,Confirmed,https://www.documenters.org/meetings/board-of-directors-7015/,,175 W Jackson Blvd,Suite 1650,Chicago,IL,60604,41.87801,-87.63319
23674,Chicago Special Service Area #21 Lincoln Square,56,Lincoln Square Neighborhood Improvement Program,2019-01-17,Thursday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/lincoln-square-neighborhood-improvement-program-23674/,,4518 N Lincoln,,Chicago,IL,,41.96363,-87.68567
6423,Chicago Teachers Pension Fund,45,Regular Board Meeting,2019-01-17,Thursday,9:30:00,,Passed,https://www.documenters.org/meetings/regular-board-meeting-6423/,,203 N LaSalle St,Suite 2600 Board Room,Chicago,IL,60601,41.88589,-87.63176
14808,Chicago Teachers Pension Fund,45,Board of Trustees,2019-01-17,Thursday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/board-of-trustees-14808/,,203 N LaSalle St,Suite 2600,Chicago,IL,60601,41.88589,-87.63176
9585,"Chicago City Council Committee on Zoning, Landmarks and Building Standards",13,"Committee on Zoning, Landmarks and Building Standards",2019-01-17,Thursday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/committee-on-zoning-landmarks-and-building-standards-9585/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
7517,Chicago City Council Committee on Transportation and Public Way,13,Committee on Transportation and Public Way,2019-01-17,Thursday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/committee-on-transportation-and-public-way-7517/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
7534,Chicago City Council Committee on Pedestrian and Traffic Safety,13,Committee on Pedestrian and Traffic Safety,2019-01-17,Thursday,12:30:00,14:30:00,Passed,https://www.documenters.org/meetings/committee-on-pedestrian-and-traffic-safety-7534/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
9940,"Chicago City Council Committee on Economic, Capital and Technology Development",13,"Committee on Economic, Capital and Technology Development",2019-01-17,Thursday,13:30:00,15:30:00,Passed,https://www.documenters.org/meetings/committee-on-economic-capital-and-technology-development-9940/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
9935,Chicago Special Service Area #42 71st St/Stony Island,52,SSA #42 Commission,2019-01-17,Thursday,18:30:00,,Confirmed,https://www.documenters.org/meetings/ssa-42-commission-9935/,,1750 E 71st St,,Chicago,IL,60649,41.76643,-87.58168
7208,Chicago Police Board,116,Police Board,2019-01-17,Thursday,19:30:00,21:30:00,Passed,https://www.documenters.org/meetings/police-board-7208/,,3510 S Michigan Ave,,Chicago,IL,60653,41.83064,-87.62378
16578,Cook County Health and Hospitals System,9,Finance Committee,2019-01-18,Friday,8:30:00,10:30:00,Passed,https://www.documenters.org/meetings/finance-committee-16578/,,1950 W Polk St,Conference Room 5301,Chicago,IL,60612,41.87152127,-87.67537328
7555,Cook County Justice Advisory Council,8,JAC Council Meeting,2019-01-18,Friday,8:30:00,10:00:00,Passed,https://www.documenters.org/meetings/jac-council-meeting-7555/,,69 W Washington,22nd Floor Conference Room 2200-C,Chicago,IL,60602,41.88285,-87.63001
6960,Chicago Zoning Board of Appeals,110,Board of Appeals,2019-01-18,Friday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/board-of-appeals-6960/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
10027,Chicago Board of Election Commissioners,61,Electoral Board,2019-01-18,Friday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/electoral-board-10027/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
14809,Chicago Teachers Pension Fund,45,Personnel Committee - 10:00 A.M.,2019-01-18,Friday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/personnel-committee-1000-am-14809/,,203 N LaSalle St,Suite 2600,Chicago,IL,60601,41.88589,-87.63176
9054,Chicago Teachers Pension Fund,45,Personnel Committee,2019-01-18,Friday,10:00:00,0:00:00,Passed,https://www.documenters.org/meetings/personnel-committee-9054/,,203 N LaSalle St,Suite 2600 Board Room,Chicago,IL,60601,41.88589,-87.63176
16580,Cook County Health and Hospitals System,9,Quality and Patient Safety Committee,2019-01-18,Friday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/quality-and-patient-safety-committee-16580/,,1950 W Polk St,Conference Room 5301,Chicago,IL,60612,41.87152127,-87.67537328
14054,Cook County Medical Examiner's Office Advisory Committee,70,Medical Examiner's Advisory Committee,2019-01-18,Friday,11:00:00,12:30:00,Passed,https://www.documenters.org/meetings/medical-examiners-advisory-committee-14054/,,2121 W Harrison St,,Chicago,IL,60612,41.87389,-87.67925
7508,Chicago Board of Ethics,39,Board of Directors,2019-01-18,Friday,12:00:00,14:00:00,Passed,https://www.documenters.org/meetings/board-of-directors-7508/,,740 N Sedgwick,Ste 500,Chicago,IL,60654,41.89613,-87.63869
9939,Chicago Board of Election Commissioners,61,Electoral Board,2019-01-18,Friday,15:30:00,,Confirmed,https://www.documenters.org/meetings/electoral-board-9939/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
24216,Chicago Special Service Area #33 Wicker Park & Bucktown,93,Arts Committee,2019-01-22,Tuesday,9:00:00,10:30:00,Passed,https://www.documenters.org/meetings/arts-committee-24216/,,1414 N Ashland Ave,,Chicago,IL,,41.90748,-87.66791
9985,Forest Preserve District of Cook County,60,Capital Development Committee,2019-01-22,Tuesday,9:00:00,11:00:00,Passed,https://www.documenters.org/meetings/capital-development-committee-9985/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
9962,Forest Preserve District of Cook County,60,Legislation and Intergovernmental Relations,2019-01-22,Tuesday,9:15:00,11:15:00,Passed,https://www.documenters.org/meetings/legislation-and-intergovernmental-relations-9962/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
9089,Chicago Board of Election Commissioners,61,Electoral Board,2019-01-22,Tuesday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/electoral-board-9089/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
9961,Forest Preserve District of Cook County,60,Rules Committee,2019-01-22,Tuesday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/rules-committee-9961/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
9196,Forest Preserve District of Cook County,60,Workers' Compensation Committee,2019-01-22,Tuesday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/workers-compensation-committee-9196/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
9936,Forest Preserve District of Cook County,60,Finance Committee,2019-01-22,Tuesday,9:30:00,11:30:00,Passed,https://www.documenters.org/meetings/finance-committee-9936/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
9004,Chicago City Council Committee on Budget and Government Operations,13,Committee on Budget and Government Operations,2019-01-22,Tuesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/committee-on-budget-and-government-operations-9004/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
7571,Forest Preserve District of Cook County,60,FPD Board of Commissioners,2019-01-22,Tuesday,10:00:00,12:00:00,Passed,https://www.documenters.org/meetings/fpd-board-of-commissioners-7571/,,118 North Clark Street,,Chicago,IL,,41.88382,-87.63121
10026,Chicago Board of Election Commissioners,61,Electoral Board,2019-01-22,Tuesday,10:30:00,12:30:00,Rescheduled,https://www.documenters.org/meetings/electoral-board-10026/,,8th Floor Office 69 W Washington St,,Chicago,IL,60602,41.88325,-87.63204
9988,"Chicago City Council Committee on Economic, Capital and Technology Development",13,"Committee on Economic, Capital and Technology Development",2019-01-22,Tuesday,10:30:00,12:30:00,Passed,https://www.documenters.org/meetings/committee-on-economic-capital-and-technology-development-9988/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
9584,Chicago City Council Committee on Finance,13,Committee on Finance,2019-01-22,Tuesday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/committee-on-finance-9584/,,121 N LaSalle St,,Chicago,IL,60602,41.88369172,-87.63239456
27323,Chicago Special Service Area #61 Hyde Park,124,Commission,2019-01-22,Tuesday,11:00:00,13:00:00,Passed,https://www.documenters.org/meetings/commission-27323/,,1452 East 53rd Street,2nd Floor,Chicago,IL,60615,41.7997,-87.58963
